#format x_y_z_r
0.0499953	0.053063	0.284417	0.05
0.143157	0.323774	0.277654	0.05
0.28028	0.219112	0.34869	0.05
0.0499987	0.283887	0.431606	0.05
0.324215	0.327759	0.134937	0.05
0.147828	0.310629	0.624823	0.05
0.23895	0.256869	0.229618	0.05
0.11822	0.256189	0.546203	0.05
0.0499998	0.15909	0.0850531	0.05
0.273484	0.350002	0.0499977	0.05
0.127116	0.35	0.426355	0.05
0.340761	0.115012	0.0499997	0.05
0.122937	0.0499992	0.506528	0.05
0.275996	0.196059	0.0499924	0.05
0.277369	0.097112	0.125264	0.05
0.124116	0.101837	0.0499982	0.05
0.35	0.201363	0.777687	0.05
0.150203	0.350002	0.532932	0.05
0.250288	0.0499999	0.473337	0.05
0.310145	0.133101	0.716434	0.05
0.331146	0.350001	0.330868	0.05
0.24432	0.188159	0.665096	0.05
0.224494	0.136263	0.343802	0.05
0.267513	0.050247	0.374832	0.05
0.246679	0.350003	0.194041	0.05
0.350001	0.274719	0.393932	0.05
0.339522	0.350002	0.231221	0.05
0.218044	0.293332	0.373547	0.05
0.287255	0.0499978	0.56871	0.05
0.180981	0.0499988	0.140437	0.05
0.219988	0.339886	0.462026	0.05
0.318966	0.35	0.45198	0.05
0.0708261	0.159043	0.25678	0.05
0.260156	0.350002	0.553042	0.05
0.188564	0.222859	0.309016	0.05
0.125739	0.0499993	0.620128	0.05
0.11624	0.328251	0.0499965	0.05
0.198808	0.150963	0.0948032	0.05
0.129679	0.350003	0.182105	0.05
0.0537485	0.35	0.506539	0.05
0.238768	0.167336	0.185081	0.05
0.26474	0.0739687	0.221724	0.05
0.168861	0.140122	0.251204	0.05
0.0499975	0.085236	0.565159	0.05
0.350005	0.0859891	0.637747	0.05
0.201255	0.271493	0.699749	0.05
0.12566	0.160773	0.162279	0.05
0.0499992	0.350001	0.121683	0.05
0.35	0.315815	0.701792	0.05
0.252701	0.250154	0.130799	0.05
0.049999	0.203396	0.359978	0.05
0.0499996	0.258751	0.63158	0.05
0.204084	0.0499989	0.297524	0.05
0.251663	0.230613	0.443814	0.05
0.251161	0.157893	0.512454	0.05
0.079961	0.108022	0.362397	0.05
0.14421	0.252339	0.197935	0.05
0.0499971	0.0499973	0.438125	0.05
0.327769	0.123142	0.34098	0.05
0.145026	0.140328	0.658449	0.05
0.120642	0.274158	0.361503	0.05
0.350003	0.146108	0.521988	0.05
0.35	0.218412	0.679151	0.05
0.156029	0.258134	0.453648	0.05
0.19606	0.0903782	0.561498	0.05
0.0670795	0.350001	0.668748	0.05
0.196128	0.329972	0.110117	0.05
0.35	0.314631	0.579054	0.05
0.0583983	0.35	0.342176	0.05
0.338148	0.250033	0.490109	0.05
0.0499987	0.0499988	0.0926492	0.05
0.238315	0.35	0.293688	0.05
0.350006	0.0499992	0.175297	0.05
0.350004	0.259563	0.289514	0.05
0.0499994	0.225364	0.172442	0.05
0.0499975	0.185226	0.563801	0.05
0.331548	0.246082	0.192164	0.05
0.243479	0.0893811	0.649534	0.05
0.345766	0.0499998	0.275206	0.05
0.350001	0.150757	0.168236	0.05
0.178141	0.117394	0.457433	0.05
0.0499995	0.255237	0.274465	0.05
0.143922	0.180547	0.387859	0.05
0.35	0.178516	0.421226	0.05
0.0499998	0.167794	0.673134	0.05
0.222051	0.0614477	0.0499883	0.05
0.0499996	0.35	0.242529	0.05
0.320558	0.219171	0.583587	0.05
0.308557	0.173037	0.256474	0.05
0.183565	0.188258	0.579599	0.05
0.134041	0.212588	0.0499987	0.05
0.101456	0.178065	0.478359	0.05
0.158109	0.0499981	0.386327	0.05
0.132378	0.0499982	0.227825	0.05
0.0499996	0.258856	0.0782167	0.05
0.268511	0.350001	0.654986	0.05
0.343562	0.278663	0.049997	0.05
0.350001	0.0748968	0.425704	0.05
0.236685	0.268671	0.606279	0.05
0.0499999	0.0979474	0.180403	0.05
